farmboylogic;nytimes;1
seu_jaya;nytimes;1
sportbikeguy00;CNN;2
BKells8;nytimes;1
ijasc;nytimes;1
fannytrue;katyperry;4
nuggetfan4life;CNN;1
Maggyw519;nytimes;1
settledownkids6;TheEllenShow;1
helovesbey;CNN;1
cooolStoryHoe_;CNN;1
JessieSwr;nytimes;1
PauIRob;BarackObama;1
gigi355;CNN;1
Tizzie_Lizzie;TheEllenShow;1
irlhentaigirl;CNN;1
fcostephen;katyperry;9
katyloveperryg;katyperry;1
gtbze;nytimes;1
Organjbhm;CNN;2
mayaj;nytimes;1
lovatopisei;katyperry;1
carlsemmes;CNN;1
dinahmassie;cnnbrk;1
DMiller_357;BarackObama;1
Ma3bach;CNN;4
ahmadriaz994;nytimes;1
nelotpal;nytimes;1
adi_tamal;katyperry;1
Benny_Khoo;nytimes;1
JAPITTER;BarackObama;1
coochiemaine;nytimes;1
kevskinny;CNN;1
MWL4;CNN;1
JennieBRUTAL;nytimes;1
c5wired97;cnnbrk;1
illiya1990;YouTube;1
y_giuli;nytimes;1
tumblrasfranta;YouTube;1
BrajkovicDb;CNN;1
YOURLUXO;katyperry;1
jairitoalvarez;nytimes;1
JacMjc7268;CNN;1
darlsmith33;nytimes;1
skedag;nytimes;1
dangergant;nytimes;1
Royerbernard2;nytimes;1
Joelbarros75;nytimes;1
yocharlieman;nytimes;1
thegrantyoung;CNN;1
lucapabluciano;BarackObama;1
Sir_Baskerville;nytimes;1
rollinwith5sos;TheEllenShow;1
allthenews7;CNN;1
allthenews7;nytimes;9
eskandar303;nytimes;1
FlushEnema;CNN;2
DocPhx;nytimes;1
thechicoleo;nytimes;1
TumLoveIrene;CNN;1
_sarahturner;CNN;1
Ctadvalkar;CNN;1
diamondofblack;BarackObama;1
ThinkFirst6;CNN;1
awanasghena_;katyperry;1
WESTERNRULES;CNN;1
tobyjack;nytimes;1
nickhautman;TheEllenShow;1
rnormfoto;nytimes;1
MarSub1;CNN;1
luixgario;YouTube;1
Anderkingdom_de;katyperry;1
carolinetcaputo;TheEllenShow;1
rivergirlsara;nytimes;1
ilysmkatycat;katyperry;4
RillyKewl;nytimes;2
dezlsmith;nytimes;1
voronovmihail33;CNN;1
moeray5776;cnnbrk;1
mwp_united;CNN;1
R15E;nytimes;1
SucatoValentino;nytimes;2
bo_kue;nytimes;2
_JuJu_Anderson;TheEllenShow;1
fbd_felix;katyperry;1
kyscass;YouTube;1
dineguy;BarackObama;1
la_karenlopez;TheEllenShow;1
Compositionista;nytimes;1
blancarita1;nytimes;1
Radiance_Cooper;nytimes;1
azblonde2015;nytimes;1
tanner_jd;CNN;11
tanner_jd;cnnbrk;1
MattFercher;CNN;1
pLaureng;TheEllenShow;1
apaguinaldo7;nytimes;1
res0xhdb2;BarackObama;1
rachitha360;nytimes;1
bensonandrew723;BarackObama;1
lyndyjay;nytimes;1
RossGarrod;CNN;1
DaniRay21;CNN;1
KCFKaty;katyperry;1
trialtimes;nytimes;1
Usmanymahmud;CNN;1
ErinAltieri;nytimes;1
candicehelfandr;CNN;1
AdamJ_Floyd;BarackObama;1
Lanhamal;CNN;1
MarGH_Agua;nytimes;1
kordeindo;katyperry;7
SharmeenBukhari;nytimes;1
hoosercharles58;nytimes;1
CAPgunsandcrime;CNN;1
_jessicajustine;TheEllenShow;1
Bianca_Deeee;TheEllenShow;1
JeSuisMystere;CNN;1
TyberZannxxxx;BarackObama;1
cedesdavy;BarackObama;1
lacharmejeanph1;nytimes;1
rightandbrown;nytimes;1
TonyBillz;nytimes;1
PCountyDemsIA;BarackObama;1
larrymc311;nytimes;1
J3na_MorX;nytimes;2
ABFrere97;nytimes;1
ootfwsb;CNN;2
mercedespitarc1;TheEllenShow;1
JGraps;CNN;1
Stevo_Johnson;BarackObama;1
C_Bookkeeping_S;nytimes;1
AndresHudsonKCB;katyperry;1
ana_lauralopez;nytimes;1
protista;nytimes;1
kjcook1953;nytimes;1
roseplazo;nytimes;1
emely_meyer;TheEllenShow;1
DlWesley;nytimes;1
Keng78680436;nytimes;1
GeauxtohellLSU;nytimes;1
lindseyk325;TheEllenShow;1
rolydesign;nytimes;1
LLeonardoVargas;nytimes;2
JoviSnr;CNN;1
Perfjdjdjdkk;katyperry;7
marthashafer;nytimes;1
angelakissesu;nytimes;1
DeidreHblogs;CNN;1
laurenabarber;CNN;1
caligirlprz;nytimes;1
k_heselton;nytimes;1
broadway700;nytimes;1
dopelawson;CNN;2
DrKatycat;katyperry;1
PaolaMonge6;katyperry;1
SeamusC;CNN;1
sam_herbig;BarackObama;1
yamiletmmbrn;YouTube;1
JunkoIio;nytimes;1
CalebTyrus;CNN;1
LisaGravely;nytimes;1
haniainabox;nytimes;1
politics_right;CNN;1
GailCoastie;BarackObama;1
reedforenglish;nytimes;1
GuyLindaguy;CNN;1
AAntitheist;nytimes;1
iErgoSum;CNN;1
polibiobatista;nytimes;1
Jeanett76387117;nytimes;1
danielgriffin81;CNN;1
rwwonwheels;CNN;1
_armando_roman;CNN;1
xxmandiax;katyperry;1
SaraMarloy;nytimes;1
PatThomasNews;nytimes;1
Star_Quise_Mav;BarackObama;1
smileofmirko;katyperry;2
LyndaRobinson4;nytimes;1
ZAdmani;CNN;1
sushere45;nytimes;1
halalatan;YouTube;1
_newyorkshitty;nytimes;1
MizLaura18;nytimes;1
Gingespiration;CNN;1
WeTheNorth11;BarackObama;1
humespike;BarackObama;1
AshleyAtwoodbiz;nytimes;1
Dollfinish;nytimes;1
Boston_elmejor;nytimes;2
jcnumb;katyperry;1
stormscan;CNN;1
TonyMills42;BarackObama;1
doyle1020;nytimes;1
ClintRJBa;CNN;3
jeanguisnel;nytimes;1
Keniatooturnt;TheEllenShow;1
Hector_Jill;TheEllenShow;1
Arantza66;nytimes;1
meladel;nytimes;1
MPocaterra1;nytimes;1
SerpicoFrancesc;BarackObama;1
aajeel_dars;nytimes;1
hannahmicheIIe;TheEllenShow;1
Raluca_Florea;nytimes;1
THEREALERICM;TheEllenShow;1
Alvarez_Zero3;CNN;1
bl4ckhawks;TheEllenShow;1
greta_anderson;nytimes;1
LaurenKazek;CNN;1
vcmeamaya;CNN;1
1973_iftikhar;BarackObama;1
Eleny459;nytimes;1
__lareebo;CNN;1
myachingheartt;TheEllenShow;1
Lisak216K;CNN;1
BassAckwardsUSA;nytimes;1
THE_AMPONSA;cnnbrk;1
Chucktv2;nytimes;1
AAlkendi;BarackObama;1
elcorchoCPC;nytimes;1
LiveBetsOnline;cnnbrk;1
Jstone119Sandra;nytimes;1
ursogayVEVO;katyperry;8
GdRaiana;katyperry;2
SonnyJason2;CNN;1
lisalac68;nytimes;1
maniyelenti;nytimes;1
FinnofTheShire;CNN;1
vossvero;nytimes;1
FreedomJames71;CNN;1
FreedomJames71;nytimes;1
JamesBazan;nytimes;1
briley_eaches;TheEllenShow;1
Iamnewhere;nytimes;1
SydSaysItIsTime;nytimes;1
TychoWolf;nytimes;1
KELLS1FAN12;TheEllenShow;1
AVCInvest;CNN;2
CarinaDavide;TheEllenShow;1
Tracy_Keonne;CNN;4
iAmNotDiddyNBA;CNN;1
iAmNotDiddyNBA;TheEllenShow;1
mark_popovich;TheEllenShow;1
Robert_Flatters;cnnbrk;1
meluotisploprte;CNN;1
sirjassimda4th;nytimes;1
waynesmith1971;CNN;1
perryskitty;katyperry;1
bas_01;nytimes;1
fierce46diva;CNN;1
PablitoToGo;nytimes;1
yousseine;nytimes;1
apfeif11;YouTube;1
markgoodenow1;nytimes;1
atsbsr;nytimes;1
keen1224;nytimes;1
cascamike;nytimes;1
ClarksonChuck;CNN;1
dopest_rt;nytimes;1
Rcm62Rocio123;katyperry;3
anifiicent;CNN;1
GreenPeaches2;nytimes;1
brian_ecuador;nytimes;1
ReSinanian;cnnbrk;1
j_holt;CNN;1
michikokakutani;nytimes;1
JeffersonObama;nytimes;1
Hussiennotusain;CNN;1
philipmtj;CNN;1
PitbullIsKing;CNN;1
TaehyeokdeSeoul;nytimes;1
JafhTw;nytimes;1
GHOST25_1984;katyperry;1
allie_zerofux;nytimes;1
liv_freely;nytimes;1
KATHERYNDIAMOND;katyperry;8
Stephe96;CNN;1
GlezBibi;CNN;1
millertomg;nytimes;1
jcworld;CNN;1
theofficialza;cnnbrk;1
sarahgross;nytimes;1
jackiedlaherran;nytimes;1
ShaneRS307;nytimes;1
nafi9918;nytimes;1
1962rafa;CNN;1
beacham_caley;CNN;1
Jon_Delperdang;nytimes;1
KateSherrill;nytimes;1
JNkeramigambi;nytimes;1
YokeSum;nytimes;1
SecondChanceVT;TheEllenShow;2
mendomar012;YouTube;1
romeo_tarhan;nytimes;1
veliz_l;nytimes;1
chrislee733;nytimes;1
Teh_Mayor;nytimes;1
I_NoahGuy_knows;nytimes;1
harish528;BarackObama;1
MahamanMadani;CNN;1
dacarthy;TheEllenShow;1
IamJehhma1ne;nytimes;2
ColangeloDelia;BarackObama;1
WilhelmVonJones;CNN;1
Only4RM;nytimes;1
shreenathsingh1;BarackObama;1
sabresnut69;YouTube;1
usernametaken93;nytimes;1
jeannie_00;TheEllenShow;1
demmbarbie;CNN;1
richiebricks99;nytimes;1
anaizpaulanar;nytimes;1
cbryson_bryson;BarackObama;1
eagle_shoes;nytimes;1
moniquesourdif;CNN;1
karensunyc;nytimes;1
seyi_91992;BarackObama;1
PrepDerp;YouTube;2
hilaryisaac;nytimes;1
flyboymcgee;CNN;1
mmodimo;nytimes;1
year23;nytimes;1
lyndonhood;CNN;1
OzlemYilhan;CNN;1
morslay;nytimes;1
atiwary1;BarackObama;1
amdalohr;TheEllenShow;1
Buang_03;BarackObama;1
Murcy_Black;katyperry;1
Bridge_B;BarackObama;1
gevorgarab;nytimes;1
Carolina0231232;katyperry;1
Texans4Bernie;CNN;1
stayceann;nytimes;1
workbench59;CNN;1
workbench59;nytimes;1
linda_solka;CNN;1
TGladwyn;CNN;1
rash_jo;CNN;1
Richi_Toth;CNN;1
XiaYeliang;nytimes;1
BonaccorsoKim;BarackObama;1
DeborahFfrench;nytimes;1
mrbw1;nytimes;1
your_favoriteee;BarackObama;1
Kat4Obama;BarackObama;1
fontbos;nytimes;1
DDu2015;BarackObama;1
electrcshepherd;nytimes;1
anandacvlcnt;katyperry;8
ChrisVarcoe;BarackObama;1
beatonmydrum;BarackObama;1
AdolfoxChecos;nytimes;1
Allaunira;nytimes;1
Oliverr__;cnnbrk;1
kaptirahayu;BarackObama;1
_Juju4lyf_;CNN;1
Reaper3232Ryan;TheEllenShow;1
Latinos4Bernie;TheEllenShow;1
aylenfans;katyperry;3
jordan_flemming;TheEllenShow;1
KohrAndrew;nytimes;1
Egypt_Exodus;nytimes;1
Francis23680356;CNN;1
belieber_leman;TheEllenShow;1
mahoulove;nytimes;1
Flyers_are_life;CNN;1
jorgejhms;BarackObama;1
seannyboiiii;TheEllenShow;1
SantoriniBoo;nytimes;1
xxjaxo;CNN;1
SouthAsians4H;nytimes;1
2GirlsInPearls;TheEllenShow;1
yusufgani300;BarackObama;1
mtvrupp;TheEllenShow;1
ChrstphrHtch;CNN;1
SousouniBajis;CNN;1
JacquiRoberts13;katyperry;4
ydundar06;BarackObama;1
pascalerichard;nytimes;1
thuggyec;TheEllenShow;1
malallko247;BarackObama;1
LoriOstlund;nytimes;1
GreenBillShawty;BarackObama;1
ocularnervosa;CNN;1
FutureTXLeader;nytimes;1
iii_prad33p;nytimes;1
josh_walker1;CNN;2
josh_walker1;nytimes;1
moros_ruiz;nytimes;1
Nash4Trump;CNN;1
jesserutt90;nytimes;1
thehippiedruid;nytimes;1
larosa2247;BarackObama;1
Conservatveone;nytimes;1
Sir_Philips;CNN;1
skamotho_24;CNN;1
sethr080;nytimes;1
evrythingiscopy;nytimes;1
AN_BWH;nytimes;1
GoodForKaty;katyperry;8
chris_davinci;BarackObama;1
amrokadri;CNN;1
politipo;nytimes;1
mizzbruno;nytimes;1
kyyymac;TheEllenShow;1
mdcruzvillegas;nytimes;1
number1fan64;CNN;3
biniolaurencio;CNN;1
CIMAGES;nytimes;2
DJ_LEGION_ONE;nytimes;2
CollinBreaux;nytimes;1
kspforensic;CNN;1
Drummer_Boy1914;CNN;1
JJDavalosFEUNAM;nytimes;2
mcnuttGISA;nytimes;2
Ashley_Okeke12;TheEllenShow;1
Wangruix;nytimes;1
evelin_huerta;TheEllenShow;1
loveleigh0091;nytimes;1
bahrrt;BarackObama;1
MichaelhHoffman;CNN;1
MClarke88;nytimes;1
dhaney888;nytimes;1
DeanDesign101;CNN;1
zafarwestern;YouTube;1
D75uft;nytimes;1
brandonisonf1re;katyperry;1
mineyliscruz;katyperry;1
_RetweetYouTube;YouTube;1
olivia_sloth;TheEllenShow;1
ppsabengel;TheEllenShow;1
BAgrl4evr;nytimes;1
GaryGaryt52;CNN;1
dxons;katyperry;1
indiabiznet;nytimes;1
ernestsepulveda;nytimes;1
jdmartinez369;nytimes;2
s_zinn;nytimes;1
arminmendoza72;nytimes;1
MolleyWalker15;CNN;1
EMementoMori;nytimes;1
VaBoy80;nytimes;1
fuckmytesfaye;TheEllenShow;1
myviewsFl;nytimes;1
OhHeyImMaggie;YouTube;1
mem523;CNN;1
AmericaUniteKL;CNN;1
Mimusicandres;nytimes;1
ricardoamadoc;nytimes;1
BillyMansell_;CNN;1
EpicSpaceMoogle;YouTube;1
WillJackson10;CNN;1
IlhamMustafin;CNN;1
ANTG0N;TheEllenShow;1
Noodlegiovanni;CNN;1
beto_strd;TheEllenShow;1
AlexRiegel;CNN;1
foxflores;nytimes;1
odle_mike;cnnbrk;1
madog55;nytimes;1
VicForas;nytimes;1
Jon3ro;CNN;1
xDarkLaurenJ;CNN;1
Virgo119;BarackObama;1
PRao23;TheEllenShow;1
perrybessas;nytimes;1
ConlonLeslie;nytimes;1
bulyadisamia;BarackObama;1
AsgharSyed01;nytimes;1
CalebHeimlich;nytimes;1
KCSBYT;katyperry;3
reagan_ingalls;YouTube;1
JDPasricha;TheEllenShow;1
bassomar_omy;CNN;1
jrefior;nytimes;1
Belleamorz;nytimes;1
71946151d66445c;katyperry;1
ABDULLAHIALIKIN;BarackObama;1
mozingo84;CNN;1
TriciaAcedo;nytimes;1
CesarMorenoH;nytimes;1
griselda_voz;CNN;1
Giannista;nytimes;1
ghoulkiitten;CNN;1
EybertD;CNN;1
EybertD;nytimes;1
WeirdBirdPal;CNN;1
helenckay1;TheEllenShow;1
815wrldtrvlr;nytimes;1
lizzierose_4;YouTube;1
maamikron42;nytimes;1
cassidy_elysee;BarackObama;1
alej99_;katyperry;1
quickbeam12;CNN;1
CarlyLastraRoss;katyperry;1
iamJclynPencio;nytimes;1
AWOMKENNETH1;CNN;1
TylerSai;CNN;1
SkateEcho;YouTube;1
danielgeldredge;CNN;1
tmcdanielkipp;nytimes;1
ilovenoodles2;BarackObama;1
PineyMcknuckle;CNN;1
anttikaikkonen;CNN;1
pabphavong;CNN;1
stephsunoster;nytimes;1
OhJustImmo;YouTube;1
gregmroscoe;nytimes;4
EslimarMendoza;CNN;1
sethbawl;CNN;1
PeaceNLogic;nytimes;1
DarcyVichi;nytimes;1
CbTrevino22;CNN;1
BlackCampy_10;nytimes;1
YakamaRaised;CNN;1
_ironarm;CNN;1
LordOfEnergy1;nytimes;1
EmilioSalcedoT;BarackObama;1
Christine_Dantz;nytimes;1
_alexpoc;nytimes;1
josiah2816;BarackObama;1
pennypickerr;nytimes;1
skeletonfriend;YouTube;1
LluisBusse;TheEllenShow;1
NadeemT12797029;nytimes;1
lizzykatz;nytimes;1
BrickyCement;nytimes;1
LukaszNews;BarackObama;1
gabbysullivan9;TheEllenShow;1
NasoCarla;nytimes;1
SanjitaE;nytimes;1
hottmanbrandon;BarackObama;1
CanadianKansan;nytimes;1
satangotcaught;CNN;1
jonwillchambers;nytimes;2
zazatwinkletoes;nytimes;1
THe_chrisC;nytimes;1
JuanSals3ro;nytimes;1
cp382;CNN;2
unlewis;nytimes;1
Davidinho_78;nytimes;2
tombierman;nytimes;1
kevindavidmoss;nytimes;1
sadjellyfish;TheEllenShow;1
jedjakub02002;nytimes;1
jedjakub02002;YouTube;1
ogogoc;cnnbrk;1
NancyRubino;CNN;2
Aloysius2012;nytimes;1
Oscieee;CNN;1
Danny_Peru;nytimes;1
ajmatos_jose;BarackObama;1
vila_amigo;nytimes;1
_pencilplayer;TheEllenShow;1
actorLuke;nytimes;1
OuchCrouch;TheEllenShow;1
destiny_113;CNN;1
GianlucaCugini;CNN;7
pannu5079;TheEllenShow;1
WCStandings;BarackObama;2
_Chapter11;nytimes;1
torresg_maria;nytimes;1
coldplay_01;nytimes;1
PipeKcf;katyperry;3
Oe_97;CNN;1
Pookiebear8;nytimes;1
katy_baeperry;katyperry;1
acedaryI;CNN;1
Shukezz;CNN;1
reguartjuan;nytimes;1
Misslinlou;CNN;1
MilesLite;nytimes;1
mariachana123;nytimes;1
NothappyMatt;CNN;1
NataliaXibille;TheEllenShow;1
abraham_segundo;nytimes;1
TitusETripp1;cnnbrk;1
PittsBern;CNN;3
PittsBern;TheEllenShow;2
PittsBern;nytimes;2
PittsBern;YouTube;1
520b2a8344e8411;katyperry;1
bernicium;TheEllenShow;1
patternexII;nytimes;1
PJStrikeForce;CNN;1
carlyhoilman;nytimes;1
christanne117;nytimes;1
Cu_jay_;CNN;1
Skyhijinx;YouTube;1
_ashleypitts;TheEllenShow;1
MalloryAdams_;CNN;1
EngNadeem212;CNN;2
Cheri2me;BarackObama;2
DCCampbell22;CNN;1
hailzmagailz;TheEllenShow;1
polisciscott;nytimes;1
CaptainJaneway0;CNN;1
DalecCat;YouTube;1
benavides_marta;nytimes;1
sportsmediaLM;CNN;1
rickstas;CNN;1
Mikhail_RealEst;CNN;2
Mikhail_RealEst;nytimes;1
Mikhail_RealEst;cnnbrk;1
BethSinni;nytimes;1
lghunterr;CNN;1
myrealyoulook;nytimes;1
1SweetLadyBlue;BarackObama;1
sinkreisink;YouTube;1
Johnjentle;BarackObama;1
Mr_GetItRight;CNN;1
__KitaB;CNN;1
arzesux;TheEllenShow;1
tlc6767;nytimes;1
JonnyAis;nytimes;1
KarenChestney;nytimes;2
ssekaran;CNN;1
JLoBiafra;CNN;1
rice_ricesw;nytimes;1
lolzlisa16;TheEllenShow;1
Noholdingback0;CNN;1
affiDayv;nytimes;1
HouseBitchTim;CNN;1
Andreagirmo;katyperry;9
ajeetrao2;CNN;1
crimsontide0610;nytimes;1
Barasa89;nytimes;1
LicinioSanches;TheEllenShow;1
Zephirx;CNN;1
dondrwilliams;nytimes;1
xfile1986;BarackObama;1
mammaboubou;TheEllenShow;1
_wwerewolf_;katyperry;9
saurabhprasad;nytimes;1
NygrenKrug;nytimes;1
MattRGilbertson;CNN;1
FRANK0ED;CNN;1
OvahedAlbatross;CNN;1
Flandus_Reedus;BarackObama;1
MeghanBunchman;nytimes;1
jackodrisc;nytimes;1
peeky_zavotter;nytimes;1
Lindanichiriva;CNN;1
elueroy;nytimes;1
cosmic_cheri;nytimes;1
Dipakkhanal100;BarackObama;1
Mama_Jones2013;nytimes;1
hello_gregory;nytimes;1
HappyMommy815;nytimes;2
KelvinKooistra;cnnbrk;1
ImAlCabral;TheEllenShow;1
Supreeme_Court;CNN;1
megananntroy;nytimes;1
craicyourneck;TheEllenShow;1
dylancoxtv;TheEllenShow;1
theAlexHanson;CNN;1
JustCrum79;CNN;1
danmc2;nytimes;1
ladypixelheart;YouTube;1
NarroVictor;nytimes;1
Liverpotlian;nytimes;1
CBoyd_07;CNN;1
howardbison03;CNN;1
sinolawyer2000;cnnbrk;1
stfuselm;nytimes;1
ThatAfricanGurl;nytimes;1
_lily_gonzalez;TheEllenShow;1
zefirotorna;nytimes;1
MWSJ87;BarackObama;1
TruthisAll1;CNN;1
funnyfilipina1;CNN;2
Pazzjurist;CNN;1
imNitsjha;nytimes;1
titianggraini;nytimes;1
Bottom_Creek;CNN;1
Kirlya;katyperry;2
GeauxGabby;nytimes;1
ddelafs;nytimes;1
harryknope;nytimes;1
SydniGama;nytimes;1
MeRookie;BarackObama;1
Blaiserboy;nytimes;1
HolaImTanyon;CNN;1
AOTUMusic;CNN;1
Warmistagent21;nytimes;1
SatansLilBub;CNN;1
MWoischneck;nytimes;1
kikifrost149;BarackObama;1
saipramanath;BarackObama;1
Afro_Magnum;nytimes;1
jeracute29;TheEllenShow;1
nathanscourt;CNN;1
ghostjiley;katyperry;1
christinapalmuc;TheEllenShow;1
vivsace;TheEllenShow;1
throughthechaff;nytimes;1
Doofano;nytimes;1
legrosjoseph;nytimes;1
foxvalleymale;nytimes;1
DeraDrizzy;CNN;1
BrianCLawlor;nytimes;1
Thy_bs2;katyperry;1
GramsE11;cnnbrk;1
youarethelight1;katyperry;1
alleybenz;BarackObama;1
jakesouva;CNN;1
CCronenberg;nytimes;1
vikramcse10;BarackObama;1
LdFunance;BarackObama;1
rachel1970;BarackObama;2
CThompsonGeorge;nytimes;1
NUED07;nytimes;1
Zwaks;CNN;1
thodgdon5;nytimes;1
Ellen_Nation;TheEllenShow;1
jairarcilla;TheEllenShow;1
JohnLouisAnton;CNN;1
roxysbed;nytimes;1
basselsafi;nytimes;1
RodBamberry;nytimes;2
BubbaDodge72;nytimes;1
CAROLINARAMOSSi;katyperry;1
loco_latino7;TheEllenShow;1
MaryAJohnson;CNN;1
Sophie_Cornes;BarackObama;1
SenatorRandy;TheEllenShow;1
Frenchdawgswav;CNN;1
SteveSzydlik;nytimes;1
BKFeelsTheBern;nytimes;1
M4mysoul;YouTube;1
DashnerMadison;nytimes;1
JammieWF;nytimes;1
nathwice;nytimes;1
thismoment17;katyperry;1
440400;nytimes;1
Mallorypforeman;TheEllenShow;1
BrookeRamey01;YouTube;1
MarcellRay;nytimes;1
katyismyidol;katyperry;9
andrianakrap;CNN;1
L1b3r74r10;nytimes;1
mattman1624;nytimes;1
Laughmucho82;TheEllenShow;1
peskaaat;BarackObama;1
CHHRiiiS19_96;TheEllenShow;1
DynamicallyRE;BarackObama;1
BenWebb1328;CNN;1
primafaciemusic;nytimes;1
elchapo1210;nytimes;1
christinia5;nytimes;1
amberhughs;nytimes;1
better4america;CNN;1
vandypaco;nytimes;1
pcheadpro1;CNN;1
dpayton65;nytimes;1
samxjean;TheEllenShow;1
CarltonB_anks;CNN;1
naturalhazards;CNN;2
naturalhazards;nytimes;2
teresaionagalla;nytimes;1
illiesunny;nytimes;1
croftkelly_ns;CNN;1
laureanotirado;nytimes;1
treybutrym;CNN;1
ChrisCarrV;nytimes;1
haveabetterone;BarackObama;1
shules_lover;CNN;3
katia15_Galaviz;katyperry;2
SuleimanGital;cnnbrk;1
ErnestoCastella;CNN;1
charles_finny;nytimes;1
iamshawnalongi;nytimes;1
neptuno65;nytimes;1
RonanFarrelly;CNN;1
AnthonysTV;nytimes;1
SavageQueenXO;nytimes;1
EvanParsons11;CNN;1
hilkiksass;CNN;1
hoopstar37;cnnbrk;1
hopefulwander85;TheEllenShow;1
CareyFrisch;nytimes;1
chyerrelle;nytimes;1
BluSarver;CNN;1
BlueMonkeyy12;nytimes;1
Lonely_Dad;TheEllenShow;1
debgutie;TheEllenShow;1
vapourcalum;TheEllenShow;1
Sarunote;BarackObama;1
lyth99;TheEllenShow;1
LarryYellen;nytimes;4
LOCALMEATTWEET;BarackObama;1
DOGGYIE;nytimes;1
bl4kers;nytimes;1
AB4freedom;CNN;1
ProfeBeckstrom;nytimes;1
orrell_b;nytimes;1
Cokerton;BarackObama;1
truth_hurts_777;cnnbrk;1
DeepakParikh3;nytimes;1
CallChristinaTV;CNN;1
laina_noel;BarackObama;1
ChiabiLennox;nytimes;1
AAllen69;BarackObama;1
Cricamg;nytimes;1
Deexjay;nytimes;1
